EmployeeID,Age,Department,JobLevel,YearsAtCompany,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome
EMP8273,34,Marketing,2,2,8857,3,3,No,4.7
EMP8274,26,IT,1,1,5484,5,2,Yes,15.5
EMP8275,41,Marketing,3,14,11137,4,2,No,8.5
EMP8276,60,Marketing,3,6,8993,4,3,No,6
EMP8277,45,Sales,2,3,6511,5,2,Yes,18.6
EMP8278,29,Operations,2,3,6969,5,3,No,10.3
EMP8279,49,IT,1,0,4665,5,3,No,14.8
EMP8280,34,IT,1,0,5591,5,3,Yes,15
EMP8281,51,Sales,2,3,6732,4,3,No,5.5
EMP8282,46,Sales,2,3,5968,2,3,No,5.9
EMP8283,22,Engineering,1,0,6188,4,2,Yes,6.7
EMP8284,27,Engineering,2,5,9277,5,4,Yes,7.8
EMP8285,47,Engineering,3,22,13794,5,1,No,11.1
EMP8286,39,Marketing,3,8,10524,4,4,Yes,5.9
EMP8287,27,Operations,1,1,3934,4,3,No,19.9
EMP8288,31,IT,2,4,8947,5,2,Yes,5
EMP8289,22,Sales,1,0,4502,3,3,No,20.8
EMP8290,37,Engineering,3,9,12267,2,4,No,8.3
EMP8291,60,Engineering,4,26,16977,3,3,No,11.1
EMP8292,46,Engineering,4,18,15226,5,1,No,16.7
EMP8293,59,Engineering,2,14,9801,3,3,No,16.6
EMP8294,46,Engineering,5,21,18365,3,1,Yes,15.8
EMP8295,48,IT,4,16,14887,2,2,No,1
EMP8296,57,Engineering,3,34,16036,3,1,No,11.7
EMP8297,41,Marketing,2,4,7583,4,3,No,15.1
EMP8298,36,Finance,3,6,10571,3,1,No,9.9
EMP8299,48,Finance,3,6,9799,2,4,Yes,14.2
EMP8300,52,Marketing,3,15,10902,4,3,No,13.2
EMP8301,33,Operations,3,8,8180,4,3,No,5.1
EMP8302,30,Marketing,1,0,5872,3,3,Yes,3.7
EMP8303,39,Operations,2,2,6216,5,3,No,7.5
EMP8304,46,Engineering,4,24,17582,3,3,No,37.8
EMP8305,45,Sales,3,7,9188,4,4,No,26.5
EMP8306,23,Operations,1,1,5282,2,3,No,5
EMP8307,57,Engineering,4,23,16807,3,1,Yes,13.3
EMP8308,31,Finance,3,7,11126,3,1,No,19.6
EMP8309,35,Finance,1,1,6623,3,3,No,13.1
EMP8310,28,Engineering,2,2,8344,3,2,Yes,7.6
EMP8311,60,HR,4,24,12067,2,4,No,2.3
EMP8312,40,Operations,3,5,8372,4,1,No,15.8
EMP8313,29,Operations,1,0,5658,3,3,No,16.2
EMP8314,46,Finance,3,10,11211,5,1,No,13.7
EMP8315,45,Operations,1,4,4954,4,3,No,4.8
EMP8316,36,Operations,4,11,11341,2,3,No,5.4
EMP8317,46,Finance,1,0,6299,4,3,No,20.1
EMP8318,29,Engineering,2,2,9148,1,3,No,21.6
EMP8319,33,Sales,3,10,10344,4,1,No,8.9
EMP8320,22,Engineering,1,0,6381,5,3,Yes,11.4
EMP8321,24,Sales,2,2,6656,4,4,Yes,6.8
EMP8322,56,Sales,5,15,13411,5,2,No,13.7
EMP8323,54,IT,4,10,14001,3,1,No,11.1
EMP8324,38,Finance,3,10,11218,3,3,No,19.2
EMP8325,54,Operations,3,9,9054,3,3,No,3.1
EMP8326,36,Marketing,1,1,5414,2,3,No,1.5
EMP8327,35,Engineering,2,3,9807,4,4,No,3
EMP8328,38,Sales,2,4,5862,3,3,No,2.8
EMP8329,36,IT,3,6,11315,3,3,No,11.3
EMP8330,35,Sales,3,6,9954,4,4,Yes,10.2
EMP8331,49,Marketing,4,24,13910,2,1,No,13.9
EMP8332,39,Sales,3,7,8797,4,2,No,9.6
EMP8333,45,Engineering,3,12,12833,3,3,No,21.6
EMP8334,48,Sales,2,14,8834,2,1,Yes,14.1
EMP8335,41,Marketing,1,1,4458,2,4,No,15
EMP8336,28,Operations,1,3,5423,3,2,No,14.1
EMP8337,24,Marketing,1,0,5288,2,4,Yes,3.8
EMP8338,39,Finance,1,0,4802,3,3,No,8.1
EMP8339,36,IT,3,7,12066,5,4,Yes,2
EMP8340,38,Finance,2,9,9561,3,3,No,11.7
EMP8341,37,Operations,3,12,9358,4,4,Yes,17.3
EMP8342,60,Engineering,1,4,6370,2,3,No,8.9
EMP8343,24,Operations,1,1,3765,1,4,No,2
EMP8344,22,Marketing,1,0,4795,3,3,No,8.7
EMP8345,41,Sales,3,8,9815,4,2,Yes,27.1
EMP8346,34,Sales,2,9,6791,4,3,Yes,10.8
EMP8347,41,Sales,3,13,9632,1,2,No,12.5
EMP8348,43,Engineering,3,10,12445,4,2,Yes,13.7
EMP8349,50,Operations,4,13,11544,2,3,No,17.2
EMP8350,22,Finance,1,0,5835,3,1,No,6.2
EMP8351,32,IT,2,2,8029,5,3,No,5.4
EMP8352,42,Marketing,5,20,15948,2,3,No,9.7
EMP8353,45,Finance,4,15,14119,4,4,No,14.9
EMP8354,59,Engineering,3,29,15284,4,3,Yes,1.3
EMP8355,47,Finance,4,16,14789,3,3,Yes,5.3
EMP8356,37,Finance,2,4,8213,5,3,No,6.7
EMP8357,29,Operations,1,1,4407,3,3,No,12.9
EMP8358,32,Marketing,3,6,9899,3,3,No,6.4
EMP8359,32,Marketing,1,0,4213,2,1,No,1.2
EMP8360,44,Sales,4,19,13396,3,3,Yes,5.9
EMP8361,40,Finance,3,10,11917,3,4,No,18.2
EMP8362,24,Operations,1,0,3299,4,3,No,7.8
EMP8363,33,Marketing,2,10,9553,1,3,No,9.6
EMP8364,46,Sales,3,23,11755,3,4,No,6.8
EMP8365,41,Engineering,1,1,6423,1,3,Yes,18.1
EMP8366,43,HR,5,18,12849,1,1,Yes,5.8
EMP8367,41,Finance,2,4,8362,4,1,No,2.6
EMP8368,54,Engineering,2,10,10173,4,3,Yes,6
EMP8369,40,Operations,3,18,11170,4,1,No,9.6
EMP8370,34,Engineering,3,11,11902,3,4,Yes,15.5
EMP8371,28,Sales,3,6,9561,4,2,No,28.9
EMP8372,40,Operations,2,5,6419,3,3,No,19.7
EMP8373,22,Marketing,1,0,5710,3,4,No,11
EMP8374,36,Operations,3,10,8333,4,2,No,21.5
EMP8375,35,Engineering,3,10,12261,4,3,No,14
EMP8376,24,Sales,1,1,3614,3,4,No,6.1
EMP8377,28,Sales,2,3,6420,4,4,Yes,7.8
EMP8378,46,Sales,1,3,4711,5,4,No,17.3
EMP8379,40,Operations,2,7,7147,3,2,No,2.9
EMP8380,39,Engineering,3,8,11215,3,1,No,20.7
EMP8381,41,IT,1,1,6778,3,2,No,14.8
EMP8382,38,Operations,3,10,9975,3,2,No,17.3
EMP8383,50,Marketing,4,27,15127,3,3,No,8.8
EMP8384,39,IT,2,6,8359,5,4,No,12
EMP8385,23,Engineering,1,1,5439,3,1,No,2.9
EMP8386,54,Sales,4,28,14148,3,4,No,4.1
EMP8387,41,Finance,2,13,9253,5,3,Yes,3.1
EMP8388,32,Engineering,3,9,12788,4,3,Yes,10.6
EMP8389,25,IT,1,3,6080,4,4,No,8
EMP8390,41,IT,1,0,6026,4,2,Yes,13.2
EMP8391,36,IT,2,7,9140,2,2,Yes,11.2
EMP8392,53,IT,4,25,16240,3,2,No,5.8
EMP8393,34,Marketing,3,11,10270,2,3,Yes,12
EMP8394,29,Finance,2,2,7425,4,3,No,4.5
EMP8395,46,Sales,2,4,6711,5,4,Yes,2.5
EMP8396,47,Operations,4,25,13024,2,4,No,14.6
EMP8397,39,Sales,2,7,7464,3,4,No,15.7
EMP8398,44,Operations,3,10,9075,5,4,No,5.3
EMP8399,37,IT,2,5,8771,1,3,No,14
EMP8400,40,Sales,1,3,4011,2,3,No,2.5
EMP8401,49,Sales,2,14,8981,2,2,No,5.5
EMP8402,44,HR,3,19,9282,4,2,No,3.8
EMP8403,36,Operations,4,11,11142,4,4,No,21.8
EMP8404,51,Operations,4,19,12707,4,2,No,14.9
EMP8405,22,Finance,1,0,6098,4,3,Yes,4.8
EMP8406,58,Operations,4,20,12639,4,3,No,16.2
EMP8407,22,Sales,1,0,4537,4,3,No,11.4
EMP8408,31,Finance,3,9,10798,3,2,No,23.9
EMP8409,37,Marketing,4,13,12250,4,3,Yes,8.8
EMP8410,36,Sales,3,7,9168,4,4,No,14.6
EMP8411,48,Engineering,4,15,15110,3,2,No,12.9
EMP8412,27,Operations,2,3,6073,4,3,No,16.6
EMP8413,40,IT,3,7,11835,4,2,No,7.8
EMP8414,32,Finance,3,5,10559,2,2,No,7.4
EMP8415,40,IT,2,2,8044,1,2,Yes,14.1
EMP8416,37,Sales,3,12,11393,3,3,No,5.9
EMP8417,38,IT,3,7,11321,3,3,No,6.8
EMP8418,32,Sales,3,6,9390,2,3,No,1.1
EMP8419,32,HR,2,9,7296,5,4,Yes,20.4
EMP8420,40,Engineering,2,4,8791,1,2,No,10.8
EMP8421,47,Operations,4,10,10394,3,2,No,36.1
EMP8422,32,Sales,2,3,5933,2,3,No,11.5
EMP8423,29,Sales,1,0,4622,3,3,No,2.3
EMP8424,44,Engineering,2,2,8717,3,2,No,7.3
EMP8425,37,Sales,1,1,4043,4,3,No,7.9
EMP8426,46,Engineering,3,7,12484,4,3,Yes,3.1
EMP8427,28,Marketing,2,5,8062,4,2,No,2.1
EMP8428,22,Engineering,1,0,6010,3,2,No,1.3
EMP8429,32,Sales,3,7,8965,4,3,No,8.7
EMP8430,30,Sales,2,4,6792,4,2,No,12.4
EMP8431,37,Sales,3,15,9759,4,2,Yes,8.8
EMP8432,31,HR,2,4,5897,4,4,No,2.8
EMP8433,45,Finance,4,15,14711,4,1,No,11.7
EMP8434,35,HR,3,10,8619,3,2,No,11.6
EMP8435,39,Sales,1,3,6020,2,3,No,16.7
EMP8436,39,Marketing,1,0,4699,3,3,No,5
EMP8437,39,Marketing,1,0,4957,2,3,No,12
EMP8438,37,Engineering,3,12,12840,4,3,Yes,3.2
EMP8439,43,Engineering,5,21,19060,3,1,Yes,6.6
EMP8440,30,Sales,1,3,4823,5,3,No,11.3
EMP8441,51,Sales,4,19,12397,3,4,Yes,7.1
EMP8442,35,Engineering,2,2,8552,2,3,No,12.6
EMP8443,24,Sales,1,1,4865,5,2,Yes,13.3
EMP8444,39,Engineering,2,8,9468,3,1,Yes,34.7
EMP8445,29,Marketing,2,2,8516,3,4,No,16.9
EMP8446,44,IT,2,7,9026,5,3,No,13.9
EMP8447,60,Marketing,5,33,18074,4,1,No,4
EMP8448,30,Marketing,2,3,7470,3,4,Yes,5.6
EMP8449,41,Engineering,1,0,5894,3,1,Yes,19
EMP8450,22,Sales,1,0,4938,3,3,No,3.8
EMP8451,42,Engineering,3,10,11794,4,3,No,7
EMP8452,29,Marketing,2,4,8783,3,4,No,8.8
EMP8453,31,Finance,1,1,5311,3,2,No,9.2
EMP8454,26,Operations,2,2,6418,2,3,No,2.7
EMP8455,45,Engineering,3,12,12705,4,3,No,14.3
EMP8456,48,Sales,4,16,12290,4,1,Yes,8.2
EMP8457,38,Marketing,3,16,12060,5,3,Yes,6.2
EMP8458,29,Marketing,1,1,6123,3,2,Yes,5.1
EMP8459,53,Sales,4,20,12510,5,2,No,10.4
EMP8460,30,Marketing,3,8,9820,3,2,No,9.7
EMP8461,22,Engineering,1,0,6271,3,1,No,11.5
EMP8462,42,Marketing,3,5,9725,3,2,No,8.5
EMP8463,26,Engineering,2,3,8601,2,2,No,3.2
EMP8464,47,Marketing,3,19,11708,5,3,Yes,3.6
EMP8465,34,Operations,1,2,4250,5,2,Yes,6.7
EMP8466,44,IT,3,7,10930,3,4,No,2.9
EMP8467,52,IT,2,2,8556,3,2,Yes,7.3
EMP8468,25,HR,1,0,4026,5,3,No,9.4
EMP8469,32,HR,2,3,5823,4,2,No,3
EMP8470,37,Engineering,2,10,8948,2,3,No,8.1
EMP8471,53,Sales,3,12,9734,3,1,No,7.9
EMP8472,31,Sales,2,4,7879,1,3,Yes,7.5
EMP8473,32,Sales,2,4,6733,4,3,No,20.9
EMP8474,42,Finance,5,15,16399,3,3,Yes,10.3
EMP8475,32,Engineering,1,4,6358,2,3,Yes,5.1
EMP8476,39,Sales,4,15,12459,3,3,No,13
EMP8477,22,Finance,1,0,6036,5,1,Yes,10.9
EMP8478,60,Marketing,3,12,10472,4,1,No,11.5
EMP8479,24,Finance,2,2,7247,5,3,No,9.8
EMP8480,34,Marketing,3,8,10029,4,2,No,2.7
EMP8481,37,Sales,4,15,11887,5,3,Yes,27.4
EMP8482,57,Sales,3,32,12795,1,3,No,13.1
EMP8483,24,Operations,1,0,4796,3,3,No,9.6
EMP8484,57,Sales,4,23,12838,3,3,Yes,2.7
EMP8485,45,Marketing,5,18,15910,4,3,No,2
EMP8486,42,HR,3,8,8614,4,3,No,6.2
EMP8487,28,IT,1,4,6651,3,4,No,9.7
EMP8488,43,Marketing,3,7,10397,2,3,No,8
EMP8489,30,Marketing,1,2,4355,3,3,No,1.8
EMP8490,50,Engineering,4,17,16052,3,3,No,5.1
EMP8491,28,IT,3,6,11334,5,1,No,35.5
EMP8492,36,Marketing,2,3,7105,5,4,No,17.5
EMP8493,32,Sales,1,1,5476,2,4,No,10.4
EMP8494,28,Marketing,2,3,7896,4,1,Yes,2.2
EMP8495,45,Engineering,2,4,8594,3,4,No,7.6
EMP8496,43,Sales,3,17,10411,4,2,Yes,8.4
EMP8497,50,Engineering,4,27,17789,4,2,No,26.7
EMP8498,22,Operations,1,0,4184,1,3,Yes,6.2
EMP8499,48,HR,2,7,6001,4,3,No,1.1
EMP8500,60,Marketing,1,0,5878,5,3,No,15.9
EMP8501,33,Marketing,2,2,7177,3,4,Yes,14.3
EMP8502,56,Finance,3,22,13215,2,3,Yes,9.2
EMP8503,35,Engineering,2,9,9979,4,2,No,35.7
EMP8504,24,Engineering,1,0,5581,3,1,No,12.9
EMP8505,34,Sales,3,12,10548,5,4,No,4
EMP8506,48,Sales,3,26,11535,3,3,No,21.4
EMP8507,29,IT,2,6,9140,3,3,Yes,3.2
EMP8508,31,Operations,1,1,4086,4,3,No,30.7
EMP8509,43,Engineering,4,18,16432,2,1,Yes,8.2
EMP8510,38,Engineering,4,15,15733,2,4,No,1.6
EMP8511,43,IT,3,17,12901,3,2,Yes,6.7
EMP8512,40,Engineering,1,1,5374,2,4,Yes,7.6
EMP8513,42,Marketing,2,5,7938,5,3,No,3.7
EMP8514,33,Sales,3,6,9072,4,3,No,24.9
EMP8515,40,Marketing,3,5,8978,4,2,No,12.7
EMP8516,28,IT,2,2,8522,3,3,Yes,3.5
EMP8517,50,Operations,3,5,8639,3,4,Yes,12.9
EMP8518,31,HR,3,8,8432,2,4,No,4.5
EMP8519,49,Marketing,2,7,7801,3,4,Yes,8.7
EMP8520,35,Marketing,3,13,11636,4,3,No,15.6
EMP8521,40,Sales,3,8,10212,3,4,No,8.7
EMP8522,33,Sales,2,11,7393,5,3,Yes,10.2
EMP8523,27,IT,1,1,6465,5,4,No,13.7
EMP8524,22,Engineering,1,0,6213,1,4,No,5
EMP8525,27,Engineering,3,5,11245,4,4,No,2
EMP8526,34,HR,3,6,7994,2,3,No,13
EMP8527,40,IT,2,3,8486,4,4,No,1
EMP8528,48,Finance,3,24,14025,3,4,No,7.9
EMP8529,33,Marketing,3,6,9678,5,3,No,1.1
EMP8530,29,HR,1,1,3234,5,2,No,7.3
EMP8531,23,Finance,1,0,5393,4,2,Yes,7.8
EMP8532,42,Finance,4,19,15418,2,3,No,19.2
EMP8533,51,IT,2,4,9313,4,1,No,6.8
EMP8534,50,Marketing,3,17,11344,3,3,Yes,9.7
EMP8535,45,Engineering,3,9,12388,4,1,No,9.7
EMP8536,44,Operations,3,7,9212,4,2,No,6.5
EMP8537,54,Operations,3,32,12686,3,3,No,22.3
EMP8538,41,Sales,2,14,9432,1,1,Yes,4
EMP8539,44,Sales,1,2,5496,3,1,Yes,24.6
EMP8540,34,IT,1,0,5584,3,3,Yes,5.8
EMP8541,24,Engineering,2,2,8650,3,4,No,4
EMP8542,31,HR,2,4,7048,4,3,No,10.1
EMP8543,37,Engineering,2,7,8864,3,2,No,4.8
EMP8544,38,HR,2,6,6466,3,3,Yes,23.3
EMP8545,57,Finance,4,29,17401,2,3,No,4
EMP8546,38,HR,2,5,7365,4,1,No,10.4
EMP8547,49,Engineering,2,2,8847,3,1,Yes,5.1
EMP8548,33,Sales,1,1,3816,3,3,Yes,11.4
EMP8549,34,IT,2,7,8991,4,3,No,5.1
EMP8550,24,Operations,1,1,4711,5,3,No,15.3
EMP8551,30,Operations,2,3,5933,3,3,No,3.7
EMP8552,43,Finance,1,4,7272,3,2,Yes,8.2
EMP8553,38,HR,2,12,7282,1,3,No,4.2
EMP8554,47,Operations,3,8,9424,4,3,No,12.8
EMP8555,39,Operations,3,12,9299,3,2,No,9.6
EMP8556,34,Operations,4,12,11195,4,2,No,3.3
EMP8557,59,Engineering,4,23,16648,3,3,No,4.2
EMP8558,37,Engineering,3,15,12768,1,4,No,2.2
EMP8559,49,Finance,4,11,13549,3,2,No,7.3
EMP8560,33,Engineering,1,1,6500,5,3,Yes,3.8
EMP8561,45,HR,3,18,9794,3,2,No,1.8
EMP8562,47,Marketing,4,15,13029,2,2,No,2.8
EMP8563,40,Engineering,3,12,12906,2,2,No,2.4
EMP8564,22,Operations,1,0,4964,4,3,Yes,13.4
EMP8565,38,Sales,1,4,5957,3,1,No,1.9
EMP8566,50,Finance,5,22,17102,3,3,No,10
EMP8567,43,Sales,3,5,8461,3,3,No,10.7
EMP8568,42,IT,4,20,16408,3,3,Yes,9.2
EMP8569,22,Engineering,1,0,5752,3,2,Yes,14
EMP8570,30,Operations,3,7,8491,2,3,No,4.1
EMP8571,42,HR,5,16,12126,3,4,No,19.7
EMP8572,42,Sales,4,16,12658,3,3,Yes,1.6
EMP8573,50,Marketing,3,16,11385,5,2,No,3.1
EMP8574,36,IT,2,2,8950,3,3,No,9.5
EMP8575,42,Sales,4,12,12102,2,3,No,1
EMP8576,38,Engineering,4,11,15376,5,1,No,24.9
EMP8577,28,Engineering,3,5,12082,5,3,No,5.6
EMP8578,22,Engineering,1,0,5806,2,2,No,7.3
EMP8579,42,IT,3,20,13433,4,3,No,1.4
EMP8580,39,Engineering,3,12,12702,5,3,Yes,3.7
EMP8581,31,Finance,2,6,8653,3,3,No,16.9
EMP8582,22,Sales,1,0,4843,2,3,No,1.6
EMP8583,44,Sales,2,4,6669,4,2,No,2
EMP8584,35,Sales,3,13,10207,1,3,No,16.4
EMP8585,43,Engineering,3,17,13061,4,2,No,11.9
EMP8586,56,Marketing,2,3,7576,3,4,No,3.1
EMP8587,22,Sales,1,0,4683,4,2,No,3.4
EMP8588,31,Operations,1,0,3610,4,3,No,14.8
EMP8589,35,HR,2,6,6677,4,2,No,9
EMP8590,52,Sales,4,19,13432,5,2,No,2.5
EMP8591,22,Sales,1,0,5033,4,3,No,24.6
EMP8592,57,Sales,3,12,9310,3,3,No,10
EMP8593,39,Engineering,2,3,8217,3,4,No,4.6
EMP8594,37,HR,3,12,9262,3,2,No,17.5
EMP8595,36,Operations,1,3,4726,4,2,Yes,3.6
EMP8596,33,IT,1,2,6024,3,3,No,3.6
EMP8597,48,Operations,3,7,7364,4,4,Yes,6.3
EMP8598,27,Engineering,1,3,5936,1,3,No,15.5
EMP8599,41,Engineering,3,7,12495,3,4,No,4.4
EMP8600,34,IT,3,8,11850,2,2,No,2.4
EMP8601,30,Finance,1,0,6493,5,1,Yes,8.1
EMP8602,60,Engineering,4,35,18883,4,2,Yes,6.8
EMP8603,42,Engineering,3,5,11714,2,3,Yes,3.7
EMP8604,44,Engineering,4,21,15565,3,3,Yes,3.3
EMP8605,49,Marketing,4,27,15217,2,2,No,2.1
EMP8606,23,Operations,1,1,4304,4,3,No,19.4
EMP8607,55,Sales,2,8,6936,2,4,No,2.6
EMP8608,22,Sales,1,0,5148,4,3,No,14.9
EMP8609,30,Engineering,3,6,11730,2,3,Yes,3.8
EMP8610,33,Sales,4,10,11607,4,2,Yes,23.4
EMP8611,43,Marketing,3,5,9336,4,3,Yes,2.7
EMP8612,40,Finance,1,0,5680,3,1,No,4.3
EMP8613,36,Engineering,1,1,6069,2,3,No,6.3
EMP8614,37,Finance,4,11,14891,3,4,No,17.8
EMP8615,28,Engineering,3,5,11274,3,3,No,23.7
EMP8616,23,Marketing,1,0,4651,5,4,No,9.7
EMP8617,45,Marketing,2,14,9227,3,4,No,18.6
EMP8618,44,Engineering,1,0,5886,2,4,No,5
EMP8619,53,Marketing,2,14,9219,1,2,No,8.6
EMP8620,30,Engineering,2,4,9821,1,2,Yes,8.4
EMP8621,44,Engineering,1,0,5511,3,4,Yes,4.5
EMP8622,35,Engineering,3,12,12656,3,3,Yes,3.6
EMP8623,49,Engineering,2,2,8387,2,3,Yes,19.3
EMP8624,48,Operations,4,11,10556,2,3,Yes,3.9
EMP8625,40,Sales,3,6,8931,3,3,No,5.2
EMP8626,34,Finance,2,4,8305,4,2,No,11.3
EMP8627,47,IT,3,25,15080,4,4,No,27.5
EMP8628,44,Engineering,1,0,5738,2,4,No,14.3
EMP8629,31,Sales,1,0,4376,2,3,No,13.9
EMP8630,24,Sales,1,2,3869,5,1,No,8.6
EMP8631,35,Sales,3,7,9377,2,2,No,26
EMP8632,53,Sales,4,10,11460,2,2,No,4.2
EMP8633,49,Finance,3,13,12147,3,3,No,9.4
EMP8634,26,Engineering,2,4,9120,3,3,No,11.1
EMP8635,26,Finance,1,0,4593,3,1,No,5.3
EMP8636,50,Sales,5,22,15867,4,4,No,12.8
EMP8637,26,Engineering,1,4,6751,2,3,No,10.7
EMP8638,43,Sales,3,18,10985,3,3,Yes,9.8
EMP8639,31,Engineering,3,5,12430,4,2,No,37
EMP8640,54,Sales,4,18,12355,1,4,Yes,6.8
EMP8641,30,Marketing,2,3,6757,1,3,No,23.4
EMP8642,49,Finance,3,27,13405,3,2,Yes,7.5
EMP8643,39,Sales,2,3,6733,5,3,No,1
EMP8644,40,Finance,2,2,7943,3,3,Yes,10.1
EMP8645,22,Engineering,1,0,6813,3,4,No,9.1
EMP8646,22,Engineering,1,0,6194,1,3,No,14.9
EMP8647,35,Operations,3,9,8182,4,2,No,1.8
EMP8648,40,IT,2,5,8529,2,3,No,16.5
EMP8649,26,Operations,2,4,6182,4,2,Yes,15.3
EMP8650,27,Sales,2,2,6467,3,3,No,5.6
EMP8651,43,IT,3,8,11289,1,3,No,11.9
EMP8652,43,Finance,2,2,7391,3,2,No,14.2
EMP8653,36,HR,3,12,9074,4,4,No,28.4
EMP8654,45,IT,3,8,11410,4,3,No,5.2
EMP8655,26,Operations,1,4,4169,4,2,No,5.5
EMP8656,34,Finance,3,11,12352,4,1,Yes,16.1
EMP8657,54,Operations,4,19,12057,3,3,No,7.1
EMP8658,38,Engineering,4,16,16595,5,3,Yes,30.5
EMP8659,39,Finance,3,11,12113,3,1,No,11.6
EMP8660,60,Sales,4,35,14919,2,3,Yes,5
EMP8661,24,IT,1,1,6873,3,2,No,3.7
EMP8662,45,Marketing,3,17,12102,5,2,No,20.8
EMP8663,54,Operations,3,29,11621,2,2,No,3.7
EMP8664,34,Engineering,2,7,9292,4,2,No,6.9
EMP8665,46,Operations,3,8,8909,2,2,No,9.3
EMP8666,28,Engineering,2,2,8592,4,4,No,22.9
EMP8667,31,Marketing,2,8,8715,3,3,No,8.3
EMP8668,41,Operations,2,5,6826,4,3,No,5.5
EMP8669,45,Sales,3,21,11774,1,3,No,36.4
EMP8670,49,Engineering,2,6,9616,3,2,Yes,14.3
EMP8671,53,Marketing,5,27,16710,3,4,No,8
EMP8672,37,Engineering,2,4,8192,1,2,Yes,2
EMP8673,49,Engineering,2,5,8785,2,4,Yes,2.3
EMP8674,34,Engineering,3,10,13356,2,1,Yes,8.9
EMP8675,47,Sales,3,16,10989,3,2,No,8.8
EMP8676,40,Operations,4,18,11999,2,4,No,17.6
EMP8677,42,IT,3,11,12784,5,2,Yes,23.4
EMP8678,42,Finance,4,20,15116,5,2,No,21.3
EMP8679,22,Sales,1,0,4556,3,1,No,7.6
EMP8680,26,Operations,1,4,4992,3,3,No,21.6
EMP8681,39,Marketing,3,12,10594,5,2,No,6.7
EMP8682,22,Operations,1,0,3755,3,3,No,1.5
EMP8683,46,Engineering,4,17,15968,3,1,No,1.7
EMP8684,46,Sales,2,6,7210,4,3,No,14.9
EMP8685,41,Finance,1,4,5981,3,3,No,21.5
EMP8686,26,Engineering,2,4,9267,5,3,No,2.1
EMP8687,51,Operations,4,15,11301,4,2,Yes,9.3
EMP8688,58,Finance,3,21,13444,4,4,Yes,2.1
EMP8689,39,Engineering,1,3,5847,4,2,No,7.7
EMP8690,43,Finance,1,0,4862,2,3,No,21.1
EMP8691,40,HR,1,3,3790,4,3,No,1.9
EMP8692,43,Sales,2,2,6605,4,3,Yes,20.8
EMP8693,36,Engineering,2,12,9527,2,2,No,14.9
EMP8694,37,Sales,4,15,13020,5,2,No,14.7
EMP8695,47,Sales,2,3,7602,4,4,No,3.9
EMP8696,60,Sales,1,0,4698,3,3,No,8.4
EMP8697,23,Sales,1,1,5113,3,3,No,8
EMP8698,36,Sales,3,12,9474,3,3,No,26.1
EMP8699,26,Operations,1,1,4929,1,2,No,3.7
EMP8700,53,Sales,4,27,13797,4,4,Yes,14
EMP8701,32,Engineering,3,10,12274,5,2,No,2.4
EMP8702,23,Engineering,1,1,6052,3,3,Yes,9.7
EMP8703,44,Sales,3,8,8943,3,2,Yes,7.7
EMP8704,55,IT,4,30,17551,4,3,No,4.1
EMP8705,44,Marketing,3,6,9629,3,3,No,11.9
EMP8706,40,Operations,4,12,10908,3,2,No,4.1
EMP8707,42,HR,1,1,3015,2,2,No,6.3
EMP8708,52,Finance,1,0,5687,4,1,No,13
EMP8709,29,IT,1,1,5898,4,1,Yes,20.8
EMP8710,36,Engineering,3,6,11230,2,3,Yes,2.6
EMP8711,33,HR,1,1,4030,5,3,No,5.3
EMP8712,26,HR,2,2,5667,3,3,No,12.1
EMP8713,34,IT,2,7,8397,5,1,No,12.3
EMP8714,49,Sales,4,22,14011,5,4,Yes,1.5
EMP8715,43,Finance,2,11,10058,4,3,No,5.1
EMP8716,44,Sales,2,10,8156,4,2,Yes,3.3
EMP8717,39,IT,2,8,9944,3,3,No,6.5
EMP8718,43,Marketing,2,3,7200,3,2,Yes,23.4
EMP8719,29,Operations,2,6,6775,3,3,No,2.8
EMP8720,34,Operations,1,0,3932,3,3,No,1
EMP8721,39,Marketing,3,10,10625,4,3,Yes,4.2
EMP8722,40,Finance,1,1,6127,5,1,No,7.1
EMP8723,41,Finance,5,17,16812,3,3,No,15.7
EMP8724,36,HR,3,5,7305,4,4,Yes,3.7
EMP8725,34,Engineering,3,12,12807,2,2,No,20.1
EMP8726,60,Sales,4,25,13347,5,1,No,8.8
EMP8727,47,Engineering,3,11,12916,4,3,No,1.5
EMP8728,42,IT,2,8,10257,4,3,No,6
EMP8729,35,Engineering,4,10,15233,5,3,No,6.2
EMP8730,33,Operations,1,4,4692,5,3,No,13.4
EMP8731,36,Sales,3,9,9507,3,3,Yes,21
EMP8732,40,HR,2,6,6452,5,2,No,29.5
EMP8733,22,Sales,1,0,4050,4,1,No,8.3
EMP8734,22,HR,1,0,3734,4,3,No,10.1
EMP8735,31,Sales,1,0,4423,4,4,No,7.9
EMP8736,40,Marketing,2,4,7488,3,1,No,10.6
EMP8737,35,Marketing,3,5,9137,3,4,No,14.2
EMP8738,52,Operations,4,12,11062,4,4,No,17.4
EMP8739,23,Marketing,1,0,4970,5,3,No,5.1
EMP8740,30,IT,2,7,8043,3,4,No,18.2
EMP8741,53,Operations,5,19,13708,3,3,No,10
EMP8742,39,Sales,1,1,3475,3,3,Yes,6.2
EMP8743,46,Engineering,3,14,12390,1,3,No,6.4
